index,target,tags,irrelevant_tags
2406,0,black | building | car | ceiling | flip | garage | garage door | lift | park | parking | parking garage | warehouse,parking garage | garage door | flip | garage | black | park | ceiling | parking | lift | warehouse | building
1253,0,car | red | stop sign | sports car | traffic sign | train track,red | train track | traffic sign | stop sign
6807,1,animal | bull | car | cattle | cow | dirt road | dirt track | hillside | jeep | license plate | mountain path | park | road | rural | sedan | stand | suv | terrain,cattle | cow | bull | terrain | dirt track | dirt road | animal | mountain path | hillside | park | stand | road | rural
2973,0,blanket | canopy | car | car wash | house exterior | lift | park | pole | pump | tarp | yellow | yurt,canopy | house exterior | yellow | blanket | yurt | park | pole | tarp | lift | pump
2441,0,building | car | driveway | garage door | home | jump | house | modern | park | suv,jump | modern | garage door | house | home | park | building
7245,1,animal | autumn forest | car | cow | dirt road | dirt track | forest road | minivan | park | road | rural | sedan | silver | stand | suv | tree | walk | wood,autumn forest | cow | tree | silver | road | walk | dirt track | forest road | dirt road | animal | park | stand | wood | rural
6623,1,car | drive | fly | highway | mountain | mountain path | pick up | road | truck | white,mountain | mountain path | fly | highway | road | white
5232,1,area | car | dirt road | dirt track | drive | forest | park | pick up | silver | suv | trail | tree | truck | white | wood,forest | tree | silver | dirt track | trail | dirt road | area | park | wood | white
5727,1,car | flip | fly | jump | lift | moose | pick up | road | rural | silver | stunt | suv | tree | truck | white | wood,jump | silver | tree | moose | flip | wood | stunt | fly | road | rural | white | lift
3351,0,alley | blue | building | car | curb | park | pavement | road | sports car | yellow,pavement | yellow | blue | park | alley | road | curb | building
1104,0,blue | car | driveway | flip | jump | park | tree,jump | tree | flip | blue | park
3602,0,car | driveway | flip | hang | home | jump | house | house exterior | hydrant | lift | park | red | sedan,jump | hydrant | flip | house | home | red | park | house exterior | lift | hang
1288,0,car | curb | drive | license plate | model car | park | parking sign | pavement | road | sign | silver | street sign | toy car | white,parking sign | pavement | sign | silver | street sign | park | road | curb | white
1272,0,blue | car | driveway | flip | jump | house | house exterior | hydrant | red | white house | yard,jump | white house | hydrant | flip | house | yard | red | blue | house exterior
5336,1,animal | bull | car | cattle | cow | dirt road | drive | green | pick up | road | rural | stand | suv | tree | truck | walk,cattle | cow | tree | bull | green | walk | dirt road | animal | stand | road | rural
7661,1,attach | car | dirt road | dirt track | canoe | path | jeep | kayak | lift | lush | park | pick up | road | rural | suv | tree | truck | vehicle | white,lush | tree | road | dirt track | kayak | dirt road | park | canoe | attach | path | rural | white | lift
451,0,car | drive | driveway | license plate | park | pole | road | rural | street sign | sports car | yellow,street sign | yellow | park | pole | road | rural
2157,0,car | dirt road | dirt track | drive | driveway | house | house exterior | road | wood,dirt track | house | dirt road | wood | house exterior | road
3394,0,blue | car | house exterior | intersection | parking sign | pole | road | road sign | sign | traffic light | street corner | street sign | traffic sign,parking sign | street sign | traffic light | sign | intersection | blue | traffic sign | pole | house exterior | road | street corner | road sign
6954,1,car | dirt road | drive | floor | gray | minivan | park | road | sedan | silver | snow | suv | tree | wood,tree | silver | road | gray | snow | dirt road | park | floor | wood
2530,0,black | car | driveway | hose | house | house exterior | park | sedan | spray | suv,hose | house | spray | park | house exterior | black
612,0,accident | car | flood | floor | rain | silver | stop sign | sports car | traffic sign,silver | flood | traffic sign | floor | rain | stop sign
7090,1,animal | car | cow | highway | jump | license plate | mountain | mountain path | pick up | reindeer | road | suv | truck,cow | jump | reindeer | animal | mountain | mountain path | highway | road
3160,0,advertisement | car | image | website | photo | pole | road sign | sign | street sign | traffic sign,street sign | sign | advertisement | website | photo | image | pole | traffic sign | road sign
5477,1,animal | blue | bull | car | flip | fly | jump | jeep | road | stunt | suv | tree | trick,jump | tree | trick | bull | flip | blue | animal | stunt | fly | road
3366,0,blanket | car | fence | floor | license plate | park | pole | road | silver | snow | snowy | tree | winter,tree | silver | road | fence | blanket | snow | park | floor | pole | snowy | winter
6329,1,animal | attach | brown | bull | car | cattle | cow | dirt road | drive | mountain path | pick up | road | rural | silver | stand | truck,cattle | cow | silver | bull | brown | dirt road | animal | mountain path | stand | attach | road | rural
3117,0,alley | blue | wall | building | car | hang | hydrant | park | red,building | hydrant | red | blue | park | alley | hang | wall
4169,1,car | flip | jump | lift | man | minivan | road | stunt | suv | trick | van | vehicle | white,jump | man | trick | flip | stunt | road | white | lift
957,0,alley | archway | blue | brick building | building | car | flip | fly | jump | lamp post | park | stunt | sports car | toy car,jump | lamp post | archway | flip | brick building | blue | park | stunt | alley | fly | building
6957,1,animal | dirt road | dirt track | field | grassy | lamb | lush | pick up | ram | rural | sheep | truck,grassy | sheep | lush | ram | dirt track | lamb | dirt road | animal | field | rural
5841,1,shed | building | car | dirt field | dirt road | dirt track | hut | park | pick up | rural | suv | van | white,shed | hut | dirt track | dirt field | dirt road | park | rural | white | building
7419,1,animal | car | desert | desert road | dog | flip | fly | jump | lamb | pick up | pink | red | sheep | stunt | suv | trick | white,jump | sheep | trick | flip | lamb | dog | desert | desert road | animal | pink | red | stunt | fly | white
6672,1,animal | antler | shed | camper | car | deer | moose | park | reindeer | stand | suv | trailer | tree | wood,shed | tree | moose | camper | antler | reindeer | animal | park | stand | trailer | wood | deer
7448,1,animal | buffalo | bull | car | cow | drive | highway | moose | pick up | road | stand | suv | truck,cow | moose | bull | animal | buffalo | stand | highway | road
1545,0,alley | car | park | red | sedan | stop sign | traffic sign | white,red | park | traffic sign | alley | stop sign | white
2353,0,car | flip | intersection | red | road | silver | stop sign | street corner | street sign | traffic sign,street sign | silver | intersection | flip | red | traffic sign | road | stop sign | street corner
743,0,alley | black | blue | building | car | curb | hydrant | license plate | park | parking garage | pavement | sedan | suv,parking garage | pavement | hydrant | blue | park | alley | curb | black | building
726,0,car | cloudy | green | sky,green | cloudy | sky
4521,1,bird | car | dirt road | dirt track | drive | fly | owl | pick up | road | rural | sky | suv | truck | vehicle | white,owl | dirt track | dirt road | bird | fly | road | rural | sky | white
2303,0,blanket | building | car | doodle | lift | meter | park | parking meter | smoke | spray | steam | street art | urban | white,building | street art | blanket | doodle | parking meter | steam | park | smoke | spray | lift | urban | white | meter
1638,0,car | curb | driveway | house | house exterior | meter | park | parking meter | sedan | silver,silver | house | parking meter | park | house exterior | curb | meter
6973,1,animal | bull | car | cattle | couple | cow | cross | highway | pick up | road | rural | stand | suv | walk,cattle | cow | cross | couple | bull | walk | animal | stand | highway | road | rural
5152,1,animal | car | dirt track | graze | hill | hillside | road | rural | sheep | silver | sky | stand | suv,sheep | silver | hill | dirt track | animal | hillside | stand | road | rural | graze | sky
4363,1,car | dirt road | dirt track | hydrant | minivan | park | road | rural | sedan | silver | suv | white,hydrant | silver | dirt track | dirt road | park | road | rural | white
255,0,car | curb | hydrant | log | miniature | palette | red | road | stair | toy car,hydrant | palette | log | red | road | curb | miniature | stair
2635,0,car | curb | hedge | night | night view | park | road | sedan | silver | white,night | silver | night view | hedge | park | road | curb | white
1402,0,car | curb | driveway | home | house | house exterior | park | pavement | sedan | silver | suv,pavement | silver | home | house | park | house exterior | curb
6959,1,animal | car | drive | highway | graze | green | jeep | license plate | road | road sign | rural | sheep | sign | street sign | suv | vehicle,sheep | street sign | sign | green | animal | highway | road | rural | graze | road sign
6762,1,animal | car | cross | curve | minivan | mountain path | ram | road | rural | sheep | stand | suv | walk | white,sheep | ram | walk | animal | curve | mountain path | stand | cross | road | rural | white
4393,1,car | curve | drive | license plate | minivan | park | road | rural | suv | tree | van | wood,tree | road | curve | park | wood | rural
1214,0,building | car | entrance | lift | park | sign | silver,sign | silver | park | lift | entrance | building
5590,1,animal | car | desert | desert road | dirt road | dirt track | dog | jump | license plate | park | rock formation | sedan | silver | suv,jump | rock formation | silver | dirt track | dog | desert | dirt road | animal | desert road | park
6879,1,car | dirt track | flip | fly | jump | lift | pick up | rural | sky | stunt | suv | trick | truck | vehicle | white,jump | trick | flip | dirt track | stunt | fly | lift | rural | sky | white
4452,1,animal | buffalo | bull | car | cow | desert road | drive | fly | highway | pick up | ram | road | sky | sunset | trailer truck | truck,cow | ram | bull | sunset | desert road | animal | buffalo | fly | highway | road | sky
6250,1,animal | bull | car | drive | highway | rhinoceros | road | white,bull | rhinoceros | animal | highway | road | white
6865,1,animal | car | hang | jump | lift | pick up | road | rural | tree | truck,jump | hang | tree | animal | road | rural | lift
7130,1,blanket | car | dog | forest | jump | license plate | minivan | road | snow | snowy | suv | tree | winter | wood,jump | forest | tree | road | blanket | snow | dog | wood | snowy | winter
7299,1,animal | car | curve | jump | jeep | lamb | license plate | mountain path | ram | road | rural | sheep | stand | suv,jump | sheep | ram | lamb | animal | curve | mountain path | stand | road | rural
6477,1,animal | car | pony | dirt field | dirt road | dirt track | horse | miniature | pink | red | road | rural | suv | toy car | unicorn | white,pony | road | horse | dirt track | dirt field | dirt road | red | animal | pink | unicorn | rural | miniature | white
2563,0,alley | wall | building | car | curb | park | pavement | red | silver | stop light | traffic light | white,building | stop light | pavement | traffic light | silver | red | park | alley | curb | white | wall
6845,1,animal | bull | car | cow | desert | desert road | dirt field | dirt road | dirt track | donkey | drive | green | jeep | pick up | sand | stand | suv | vehicle,cow | donkey | sand | bull | green | dirt track | dirt field | desert | desert road | animal | dirt road | stand
6648,1,animal | car | cloud | cloudy | drive | highway | jump | red | road | rural | sheep | sky | stunt | suv,jump | cloud | sheep | cloudy | red | animal | stunt | highway | road | rural | sky
5709,1,animal | car | cliff | coast | drive | hillside | jump | jeep | lamb | monster truck | mountain path | sea | red | road | shoreline | suv | truck,jump | shoreline | sea | lamb | red | coast | animal | cliff | hillside | mountain path | road
3622,0,animal | archway | bull | car | cow | door | doorway | entrance | jump | park | sculpture,cow | jump | archway | door | bull | doorway | animal | park | sculpture | entrance
4808,1,animal | bull | car | cross | dirt road | drive | road | rural | stand | suv | walk,bull | walk | dirt road | animal | stand | cross | road | rural
7887,1,animal | bull | car | cow | highway | license plate | road | rural | sedan | stand | suv,cow | bull | animal | stand | highway | road | rural
4522,1,animal | car | desert | dirt road | dirt track | drive | hill | hillside | jeep | ram | red | road | sheep | stand | suv | terrain | truck | vehicle,sheep | ram | terrain | dirt track | hill | desert | dirt road | animal | red | hillside | stand | road
5219,1,animal | brown | car | pony | horse | highway | green | pick up | road | stand | suv,pony | green | horse | brown | animal | stand | highway | road
591,0,car | curb | driveway | flip | jump | house | house exterior | lift | park | pavement | red | sedan | street sign | suv,jump | pavement | street sign | flip | house | red | park | house exterior | curb | lift
7320,1,animal | bison | buffalo | bull | car | curve | drive | highway | license plate | lift | moose | pick up | ram | road | rural | sheep | stand | suv | truck,sheep | ram | road | moose | bull | animal | buffalo | curve | bison | stand | highway | lift | rural
132,0,building | car | chimney | flip | jump | house | lift | park | stunt,jump | flip | house | park | stunt | chimney | lift | building
5489,1,animal | bull | car | flip | hang | jump | moose | road | silver | suv | tree | wood,jump | tree | silver | moose | road | bull | flip | animal | wood | hang
2375,0,car | driveway | garage | garage door | house | house exterior | park | red | stop sign | traffic sign,garage door | garage | house | red | park | traffic sign | house exterior | stop sign
5724,1,advertisement | wall | building | car | horse | mural | park | pink | red | sign | storefront | suv,building | sign | advertisement | horse | mural | storefront | red | pink | park | wall
1934,0,alley | blue | building | car | jump | license plate | miniskirt | narrow | park | road | road sign | sign | street sign | traffic sign,jump | building | street sign | sign | narrow | blue | park | traffic sign | alley | miniskirt | road | road sign
1027,0,alley | building | car | pole | power line | red | stop light | traffic light | telegraph pole | toy car,stop light | traffic light | telegraph pole | red | pole | alley | power line | building
4259,1,car | drive | park | pick up | road | rural | sign | silver | suv | tree | truck | vehicle | wood,tree | sign | silver | road | park | wood | rural
966,0,blanket | car | driveway | flip | home | jump | house | house exterior | lift | pole | red | sign | snow | stop sign | street sign | traffic sign,jump | street sign | sign | flip | blanket | home | house | red | snow | traffic sign | pole | house exterior | lift | stop sign
5421,1,animal | calf | car | cow | dirt road | dirt track | milk | park | road | rural | silver | stand | suv,cow | silver | milk | calf | dirt track | dirt road | animal | park | stand | road | rural
359,0,blue | car | cross | crosswalk | drive | miniature | model car | road | suv | toy | toy car | zebra crossing,toy | blue | crosswalk | cross | road | zebra crossing | miniature
7866,1,animal | car | desert road | highway | lamb | ram | road | sheep | stand | suv | white,sheep | ram | lamb | desert road | animal | stand | highway | road | white
6773,1,animal | bull | car | cattle | cow | curve | hill | hillside | mountain path | pick up | road | rural | stand | suv | terrain | vehicle,cattle | cow | bull | terrain | hill | animal | curve | hillside | mountain path | stand | road | rural
2293,0,building | car | palm tree | park | red | stop sign | traffic sign,palm tree | red | park | traffic sign | stop sign | building
2061,0,building | car | curb | park | sign | silver | street sign | tree,street sign | tree | sign | silver | park | curb | building
2864,0,alley | wall | building | car | dark | green | hydrant | illuminate | night | toy car,building | night | dark | hydrant | illuminate | green | alley | wall
986,0,car | driveway | flip | jump | house | house exterior | lift | park | pole | sign | silver | stop sign | street sign,jump | street sign | sign | silver | flip | house | park | pole | house exterior | lift | stop sign
857,0,car | driveway | flip | home | jump | house | hydrant | lift | meter | parking meter | pole | stunt | suv,jump | hydrant | flip | home | house | parking meter | pole | stunt | lift | meter
2646,0,car | driveway | garage | garage door | lift | park | pink | red | sports car | toy car,garage door | garage | red | pink | park | lift
1148,0,car | driveway | flip | green | home | jump | house | house exterior | hydrant | lift | park,jump | hydrant | green | flip | home | house | park | house exterior | lift
4356,1,car | desert road | dirt road | dirt track | jeep | minivan | park | road | road sign | rural | sign | silver | stop sign | street sign | suv | traffic sign | van | vehicle,rural | street sign | sign | silver | dirt track | desert road | dirt road | park | traffic sign | road | stop sign | road sign
4861,1,car | drive | license plate | park | red | road | rural | sedan | suv,red | road | rural | park
4593,1,animal | bear | brown | brown bear | car | cross | flip | jump | moose | road | suv | walk,jump | moose | flip | brown bear | walk | brown | animal | bear | road | cross
95,0,boat | car | city | city skyline | cruise | drive | motorboat | sea | silver | stop light | traffic light | vessel | water,stop light | motorboat | traffic light | boat | silver | cruise | city | sea | vessel | city skyline | water
4981,1,animal | car | drive | highway | jump | license plate | road | rural | stretch | suv | white,jump | stretch | animal | highway | road | rural | white
6379,1,animal | bull | car | cattle | cow | drive | horse | jeep | pick up | road | rural | silver | stand | suv | truck | walk | wood,cattle | cow | silver | road | bull | horse | walk | animal | stand | wood | rural
4986,1,animal | blue | creek | car | dirt road | drive | lush | pick up | road | rural | sheep | suv | truck | walk,sheep | lush | creek | walk | dirt road | blue | animal | road | rural
416,0,alley | building | car | green | hang | narrow | pavement | stop sign | sports car | traffic sign | yellow,building | pavement | yellow | green | narrow | traffic sign | alley | stop sign | hang
4109,1,alley | building | car | city street | curb | drive | minivan | night | night view | park | road | silver | suv | van,night | silver | night view | city street | park | alley | road | curb | building
5623,1,animal | car | dirt road | drive | park | plectrum | pick up | road | rural | tree | truck | white,tree | plectrum | dirt road | animal | park | road | rural | white
2809,0,building | car | city | glass building | office building | rise building | sky | skyscraper | suv | vehicle | white,skyscraper | city | rise building | office building | glass building | sky | white | building
1713,0,shed | blanket | canopy | car | pillar | driveway | flip | park | pergola | red,shed | canopy | flip | pillar | blanket | red | park | pergola
4537,1,attach | back | brown | curve | drive | horse | highway | lift | mountain path | pick up | red | road | rural | truck,back | horse | brown | red | curve | mountain path | attach | highway | road | rural | lift
5651,1,animal | bull | car | cattle | cow | dirt road | dirt track | field | fly | graze | green | jump | lift | lush | pick up | road | rural | sky | suv | truck,cow | cattle | lush | jump | road | bull | green | dirt track | dirt road | animal | field | fly | lift | rural | graze | sky
7820,1,animal | car | graze | park | road | sheep | sign | stand | suv | walk,sheep | sign | walk | animal | park | stand | road | graze
1502,0,alley | building | car | flip | hang | jump | hydrant | license plate | lift | narrow | park | red | suv | vehicle,jump | building | hydrant | flip | narrow | red | park | alley | lift | hang
3783,0,car | driveway | flip | green | jump | house | lift | ramp | skateboarder | stunt | sports car | trick,jump | trick | skateboarder | green | flip | house | ramp | stunt | lift
7047,1,animal | car | flip | fly | hillside | jump | jeep | mountain | mountain path | stunt | suv | terrain | vehicle | white,jump | terrain | flip | animal | mountain | hillside | mountain path | stunt | fly | white
3542,0,alley | black | blanket | building | car | curb | number | license plate | park | parking sign | photo | road | sign | silver | speed limit | speed limit sign | street sign | white,parking sign | street sign | sign | silver | blanket | number | photo | park | alley | speed limit | road | black | curb | white | speed limit sign | building
5382,1,car | cattle | cow | dirt road | dirt track | road | rural | stand | trailer | trailer truck | truck | white,cattle | cow | dirt track | dirt road | stand | trailer | road | rural | white
883,0,car | convertible | driveway | garage | house | house exterior | park | red | sign | sports car | yellow,sign | yellow | garage | house | red | park | house exterior
6573,1,animal | car | cattle | cow | dirt road | dirt track | drive | herd | hill | hillside | jeep | log | minivan | mountain path | road | rural | stand | suv | van | vehicle,cow | cattle | log | dirt track | hill | dirt road | animal | mountain path | hillside | stand | road | rural | herd
4916,1,black | car | desert | desert road | drive | highway | jeep | minivan | mountain | mountain path | road | stretch | suv | van | vehicle,stretch | desert | desert road | mountain path | mountain | highway | road | black
142,0,alley | building | car | drive | headlight | license plate | narrow | night | night view | park | road | sedan | silver | white,night | silver | night view | narrow | park | alley | road | headlight | white | building
6669,1,animal | car | path | license plate | line | lush | minivan | park | park bench | road | sit | suv | tree,line | lush | tree | sit | park bench | animal | park | road | path
6565,1,animal | car | cattle | cow | eat | grass | graze | lush | minivan | road | rural | stand | suv,cattle | cow | lush | grass | eat | animal | stand | road | rural | graze
2960,0,blue | car | house exterior | park | sign | street sign,street sign | sign | blue | park | house exterior
1372,0,blue | building | car | city | flip | fly | jump | office building | sky | stunt | urban,jump | flip | city | blue | office building | stunt | fly | urban | sky | building
7235,1,car | desert | desert road | flip | jeep | lift | palm tree | pick up | red | stunt | suv | tree | trick,tree | trick | flip | palm tree | desert | desert road | red | stunt | lift
6875,1,accident | black | car | flip | road | rural | toy car | tree,tree | flip | road | rural | black
713,0,building | car | park | silver | stop sign | traffic sign | train track,silver | stop sign | park | traffic sign | train track | building
5893,1,animal | car | deer | drive | jeep | lush | road | rural | suv | wood,lush | road | deer | animal | wood | rural
2938,0,car | driveway | garage | garage door | home | house | house exterior | lift | silver | stop sign,silver | garage door | garage | house | home | house exterior | lift | stop sign
2121,0,car | green | house exterior | silver | stop light | traffic light,stop light | traffic light | silver | green | house exterior
7449,1,animal | car | fly | highway | jump | road | rural | sheep | silver | sky | stunt | suv,jump | sheep | silver | animal | stunt | fly | highway | road | rural | sky
7379,1,animal | bull | bus | bus window | car | car window | cow | goat | hillside | out | road | stand,cow | goat | bull | out | animal | bus window | hillside | stand | road
405,0,alley | building | car | flip | jump | lift | narrow | park | silver | stunt,jump | silver | flip | narrow | park | stunt | alley | lift | building
135,0,car | driveway | home | house | house exterior | park | stop light | traffic light | suv,stop light | traffic light | home | house | park | house exterior
1042,0,car | driveway | garage | garage door | hedge | home | house | house exterior | lift | park,garage door | garage | house | home | hedge | park | house exterior | lift
6330,1,Border collie | car | dog | drive | road | rural | truck | van | walk | white,walk | dog | Border collie | road | rural | white
4797,1,animal | bull | car | cow | forest road | jump | lamb | ram | red | road | rural | sheep | stand | suv | tree | white | wood,cow | sheep | ram | jump | tree | road | bull | forest road | lamb | red | animal | stand | wood | rural | white
3663,0,animal | bin | car | container | paper cup | green | hedge | sheep,sheep | paper cup | green | hedge | animal | container | bin
7824,1,animal | car | desert | fly | jump | pick up | red | stunt | suv | terrain | truck,jump | terrain | red | desert | animal | stunt | fly
753,0,car | dirt road | dirt track | flip | road | rural | sign | street sign | sports car | tree | yellow,street sign | tree | sign | yellow | flip | dirt track | dirt road | road | rural
4507,1,animal | car | drive | jump | lamb | license plate | ram | red | road | rural | sheep | sky | stand | suv,jump | sheep | ram | lamb | red | animal | stand | road | rural | sky
5887,1,car | cloud | cloudy | drive | highway | license plate | minivan | road | rural | silver | sky | storm cloud | stormy | suv | thunderstorm | vehicle,cloud | silver | stormy | cloudy | storm cloud | highway | road | rural | sky | thunderstorm
7752,1,animal | bull | car | cattle | cow | highway | pick up | road | rural | stand | suv | truck | white,cattle | cow | bull | animal | stand | highway | road | rural | white
6951,1,car | pony | dirt road | dirt track | donkey | horse | mountain path | park | pick up | road | stand | truck,pony | donkey | horse | dirt track | dirt road | mountain path | park | stand | road
7609,1,car | curve | drive | highway | hill | hillside | jeep | lush | mountain path | road | rural | suv | vehicle,lush | hill | curve | mountain path | hillside | highway | road | rural
6273,1,desert | desert road | dirt track | drive | highway | land | load | pick up | road | stretch | tarp | trailer truck | truck | white,highway | land | stretch | dirt track | desert | desert road | load | tarp | road | white
5995,1,animal | car | desert | desert road | dirt road | dirt track | lamb | mountain path | ram | red | road | sedan | sheep | stand | suv | terrain,sheep | ram | terrain | dirt track | lamb | desert | dirt road | animal | desert road | mountain path | red | stand | road
7262,1,car | dirt road | dirt track | drive | horse | jeep | road | rural | sky | suv | vehicle | yellow,yellow | horse | dirt track | dirt road | road | rural | sky
7775,1,animal | car | drive | ram | road | rural | sheep | stand | suv | walk,sheep | ram | walk | animal | stand | road | rural
413,0,attach | car | driveway | garage | home | house | house exterior | sky | teddy | toy,teddy | garage | toy | house | home | attach | house exterior | sky
2942,0,alley | attach | building | car | flip | hang | narrow | road | stop sign | street sign | sports car | traffic sign | yellow,building | street sign | yellow | flip | narrow | traffic sign | attach | alley | road | stop sign | hang
5466,1,car | horse | path | hedge | jump | road | stand | suv | tree | white,jump | tree | horse | hedge | stand | road | path | white
6352,1,car | dalmatian | chase | dirt road | dirt track | dog | field | jump | jeep | road | rural | savanna | sky | sunset | suv | truck | vehicle | wheat field | white,jump | wheat field | rural | dalmatian | sunset | dirt track | dog | dirt road | chase | field | road | savanna | sky | white
7998,1,animal | bull | car | cattle | cow | desert road | drive | highway | pick up | red | road | rural | stand | truck,cattle | cow | bull | desert road | red | animal | stand | highway | road | rural
7693,1,car | flip | hang | jump | icicle | rural | sky | stunt | suv,jump | flip | icicle | stunt | rural | sky | hang
3845,0,car | dirt field | dirt road | dirt track | road | rural | stop sign | sports car | traffic sign | white,rural | dirt track | dirt field | dirt road | traffic sign | road | stop sign | white
2737,0,creek | building | car | city | city park | city view | flood | hydrant | park | pole | puddle | red | suv | urban,creek | hydrant | city park | city | flood | red | park | pole | puddle | city view | urban | building
3650,0,alley | animal | black | building | car | figurine | lamb | miniature | sheep | stand | toy | toy car,sheep | toy | lamb | figurine | animal | stand | alley | black | miniature | building
2915,0,car | curb | daffodil | floor | flower | grass | grow | license plate | meter | miniature | park | parking meter | pavement | silver | toy car | weed | yellow,pavement | silver | yellow | grass | flower | weed | parking meter | daffodil | park | floor | grow | curb | miniature | meter
2143,0,alley | wall | building | car | doodle | lead to | narrow | park | silver | stair | stairwell | stop sign | suv | traffic sign | white,building | silver | wall | stairwell | doodle | narrow | lead to | park | traffic sign | alley | stop sign | white | stair
5934,1,animal | car | desert | desert road | dog | drive | lay | license plate | park | pick up | road | silver | sit | suv | truck,silver | sit | dog | desert | desert road | animal | park | road | lay
4188,1,alley | brown | car | chase | dog | fence | floor | green | jump | lay | pavement | pick up | toy | toy car | truck,jump | pavement | green | fence | brown | toy | dog | chase | floor | alley | lay
3877,0,car | drive | green | hydrant | license plate | park | road | rural | yellow,hydrant | yellow | green | park | road | rural
5778,1,animal | car | path | forest | lamb | lush | minivan | park | road | sedan | suv | white | wood,forest | lush | lamb | wood | animal | park | road | path | white
2176,0,car | curb | license plate | park | red | road | sedan | silver | stop sign | street corner | traffic sign,silver | red | street corner | park | traffic sign | road | stop sign | curb
2911,0,car | driveway | fence | park | parking sign | road sign | rural | sign | speed limit sign | street sign,parking sign | street sign | sign | fence | park | rural | speed limit sign | road sign
6805,1,car | flip | jump | lift | man | pole | road | rural | silver | stunt | suv | vehicle,jump | man | silver | flip | pole | stunt | road | rural | lift
4810,1,animal | blue | car | cloudy | pony | dirt road | dirt track | drive | horse | jeep | pick up | road | sky | stand | stormy | suv | terrain | truck,pony | stormy | horse | cloudy | dirt track | terrain | dirt road | blue | animal | stand | road | sky
6285,1,car | drive | flip | hang | jump | lift | narrow | road | suv | tree | white,jump | tree | flip | narrow | road | hang | white | lift
5790,1,brown | pony | dirt road | horse | pick up | road | rural | truck | walk | white,pony | horse | walk | brown | dirt road | road | rural | white
2142,0,car | driveway | house | house exterior | park | suv,house exterior | park | house
2721,0,car | curb | driveway | home | house | house exterior | park | sports car,home | house | park | house exterior | curb
4006,1,car | curve | flip | go | jump | man | model car | pipe | ramp | ride | silver | skate park | skateboarder | stunt | suv | toy car | trick,jump | ride | man | silver | trick | pipe | skateboarder | flip | skate park | ramp | go | curve | stunt
3035,0,blanket | car | curb | extinguisher | floor | hydrant | model car | night | red | road | silver | snow | sports car | toy car,night | hydrant | silver | blanket | snow | red | floor | road | curb | extinguisher
398,0,building | car | flip | jump | hydrant | motel | stunt,jump | hydrant | motel | flip | stunt | building
4241,1,accident | car | curve | drive | road | road sign | rural | silver | stop sign | street sign | stretch | suv | traffic sign,rural | street sign | silver | stretch | curve | traffic sign | road | stop sign | road sign
6394,1,car | flip | jump | jeep | lift | man | pine | ramp | road | silver | skier | snow | snowboarder | snowy | stunt | suv | trick | vehicle,jump | man | silver | pine | skier | trick | flip | snow | snowy | ramp | snowboarder | stunt | road | lift
1696,0,building | taxi | car | palm tree | street sign | sports car | toy car | yellow,palm tree | street sign | yellow | building
99,0,car | driveway | flip | home | house | house exterior | silver,silver | flip | home | house | house exterior
3980,0,car | cloud | cloudy | desert road | flip | fly | highway | road | sky | stop sign | storm cloud | stormy | traffic sign,cloud | stormy | flip | cloudy | desert road | storm cloud | traffic sign | fly | highway | road | stop sign | sky
3620,0,alley | wall | building | car | license plate | narrow | park,wall | narrow | park | alley | building
4320,1,black | car | dirt road | dirt track | flip | fly | hill | hillside | jump | jeep | road | rural | sky | stunt | suv | trick,jump | trick | flip | dirt track | hill | dirt road | hillside | stunt | fly | road | rural | black | sky
1983,0,building | car | neon light | park | white,park | white | neon light | building
1997,0,car | drive | driveway | flip | jump | lift | road | stunt | suv | white,jump | flip | stunt | road | white | lift
2464,0,building | car | driveway | flip | garage | home | jump | house | lift | park | stunt | white,jump | flip | garage | house | home | park | stunt | lift | white | building
2986,0,bumper | car | driveway | garage | grass | home | house | house exterior | lawn | license plate | park | red | suv | yard,grass | garage | lawn | house | home | red | yard | park | house exterior
6711,1,car | pony | dirt road | dirt track | horse | path | man | road | rural | suv,pony | man | horse | dirt track | dirt road | road | rural | path
7398,1,animal | car | jeep | lamb | lay | pole | road | sleep | street sign | suv | tree,street sign | tree | lamb | animal | pole | sleep | road | lay
6314,1,animal | blanket | brown | car | cow | drive | horse | jump | road | snow | snowy | stand | suv | walk | winter,cow | jump | road | horse | walk | brown | blanket | snow | animal | stand | snowy | winter
4858,1,animal | bull | car | cattle | cow | dirt road | dirt track | hillside | lush | park | road | rural | stand | suv | walk,cattle | cow | lush | bull | walk | dirt track | dirt road | animal | hillside | park | stand | road | rural
6563,1,car | couple | dirt road | dirt track | drive | horse | mountain | park | road | rural | sedan | silver | stand | suv,silver | couple | horse | dirt track | dirt road | mountain | park | stand | road | rural
4827,1,car | dirt road | dirt track | drive | pick up | railroad | red | road | rural | suv | track | train track | travel | truck,train track | travel | track | dirt track | railroad | dirt road | red | road | rural
1305,0,attach | shed | building | car | flip | garage | garage door | jump | hut | lift | park | stunt | suv,jump | shed | hut | garage door | flip | garage | park | stunt | attach | lift | building
1473,0,brick building | building | car | curb | driveway | park | ramp | road | sedan | suv | white,brick building | ramp | park | road | curb | white | building
1203,0,alley | building | car | narrow | park | pink | road,narrow | pink | park | alley | road | building
768,0,car | driveway | home | house | house exterior | ramp | silver | stop sign | traffic sign,silver | home | house | ramp | traffic sign | house exterior | stop sign
4200,1,car | convertible | curve | drive | hydrant | pole | road | rural | sports car | tree | white | wood,tree | hydrant | road | curve | pole | wood | rural | white
