index,target,tags,irrelevant_tags
2417,0,bird | crow | floor | perch | stone | sit | stand | tree | vegetation,sit | tree | stone | stand | vegetation | floor | perch
2099,0,bird | hillside | perch | tree | white | woodpecker,hillside | white | tree | perch
2191,0,bird | black | camp | crow | floor | forest | ledge | perch | stone | sit | stand | tree,forest | sit | ledge | tree | stone | stand | black | camp | floor | perch
3637,0,bird | branch | brown | forest | lush | perch | sit | stand | tree | wood,branch | forest | sit | brown | tree | wood | stand | lush | perch
2896,0,bird | branch | green | hang | limb | parrot | perch | sit | tree | tree branch,branch | hang | sit | green | tree | limb | tree branch | perch
1947,0,bamboo forest | bird | blue | forest | green | person | parrot | perch | stand | tree | walk,forest | green | tree | blue | stand | walk | bamboo forest | perch | person
2819,0,bamboo forest | beak | bird | black | crow | enclosure | fence | floor | food | gray | hay | ledge | nest | perch | rail | raven | stand,fence | nest | ledge | enclosure | stand | black | rail | food | gray | hay | bamboo forest | floor | perch
2491,0,bamboo forest | bird | blue | bluebird | branch | perch | sit | stand | stem,branch | sit | blue | stem | stand | bamboo forest | perch
3572,0,autumn tree | bird | branch | graveyard | grave | gravestone | green | perch | sit | stand | tree | tree trunk,branch | sit | green | tree | graveyard | grave | stand | gravestone | tree trunk | autumn tree | perch
306,0,beak | bird | black | branch | bush | gazebo | greenery | lush | magpie | perch | sit | stand | tree | vegetation | white,branch | white | sit | tree | gazebo | black | greenery | stand | vegetation | bush | lush | perch
3323,0,bird | boat | building | city | fly | gull | landing | sea | river | sky | urban | water | waterway | white,white | fly | building | river | landing | boat | city | sea | waterway | sky | urban | water
3100,0,area | bird | brown | floor | forest | log | park bench | perch | sit | sparrow | stand | stump | tree | wood,forest | sit | wood | brown | tree | stand | area | stump | log | park bench | floor | perch
890,0,area | beak | bird | brown | floor | food | grass | grassy | gray | green | lush | stand | tree | walk,floor | brown | tree | grassy | green | stand | grass | area | food | gray | walk | lush
3824,1,bird | black | car | car window | grass | lush | out | road | tree,road | out | car window | tree | black | grass | car | lush
69,0,beak | bird | branch | floor | gray | ledge | perch | stone | sit | stand | tree | yellow,branch | sit | ledge | tree | stone | yellow | stand | gray | floor | perch
1361,0,bird | blanket | branch | nest | peak | perch | sit | sky | stand | tail | tree | tree branch | white,branch | white | nest | peak | sit | tree | tail | stand | blanket | sky | tree branch | perch
4367,1,beak | bird | duck | gull | log | pond | stand | water,stand | water | log | pond
624,0,beak | bird | brown | fence | ledge | log | lush | perch | sparrow | stand | stump | swamp | tree | vegetation | white,white | fence | ledge | tree | brown | stand | stump | log | vegetation | lush | perch | swamp
209,0,autumn tree | bird | branch | fly | perch | robin | tree | yellow,branch | fly | tree | yellow | autumn tree | perch
4198,1,beak | bird | boat | paddle | calm | rowboat | canoe | kayak | lake | oar | pelican | sit | stand | water | yellow,lake | canoe | calm | boat | sit | kayak | yellow | stand | oar | paddle | rowboat | water
1524,0,bird | black | blackbird | blue | branch | perch | sit | stand | tree | tree trunk | water,branch | sit | tree | blue | black | stand | tree trunk | perch | water
4140,1,beak | bird | boat | calm | float | lake | pelican | stand | swim | water | waterway | white,lake | white | float | boat | calm | stand | swim | waterway | water
3440,0,beak | bird | branch | brown | leaf | green | lush | perch | plant | sit | stand | stem | stick | twig | vegetation | weed | yellow,branch | leaf | sit | brown | green | yellow | stand | stem | vegetation | twig | weed | plant | stick | lush | perch
1460,0,birch tree | bird | drawing | green | hillside | perch | sit | stand | tree | yellow,drawing | sit | green | tree | yellow | stand | birch tree | hillside | perch
432,0,bamboo forest | beak | bird | blue | fly | ledge | perch | rail | tree,fly | ledge | tree | blue | rail | bamboo forest | perch
2909,0,bird | creek | floor | gray | perch | stone | sit | stand | stream | water | wood,sit | wood | stone | creek | stand | gray | stream | floor | perch | water
3326,0,bird | doll | girl | hide | perch | read | sparrow | stand | stump | tree | tree trunk,tree | stand | hide | doll | stump | read | girl | tree trunk | perch
648,0,bird | branch | limb | owl | perch | sit | sky | sparrow | tree | tree branch,branch | sit | tree | limb | sky | tree branch | perch
1290,0,beak | bird | blue | branch | perch | sit | tree | tree branch,branch | sit | tree | blue | tree branch | perch
3753,1,beach | beak | bird | boardwalk | brown | dock | duck | sea | pigeon | sand | shoreline | stand | water,dock | boardwalk | brown | beach | sand | stand | sea | shoreline | water
1513,0,bamboo | bamboo forest | bird | branch | perch | sit | stand | stem | tree,branch | sit | tree | bamboo | stand | stem | bamboo forest | perch
3897,1,beak | bird | lake | ledge | perch | pond | stand | water,lake | ledge | stand | pond | perch | water
4255,1,bamboo | bamboo forest | bird | fly | gull | stem | white | wing,white | fly | bamboo | stem | bamboo forest
1760,0,area | bird | blanket | branch | brown | floor | forest | green | lush | perch | stand | tree | walk | wood,branch | forest | floor | brown | green | tree | wood | stand | blanket | area | walk | lush | perch
3158,0,bird | branch | creek | floor | gray | green | hillside | lush | perch | stone | sit | stand | tree,branch | floor | sit | green | stone | tree | creek | stand | gray | hillside | lush | perch
968,0,bamboo | bamboo forest | beak | bird | branch | green | perch | pole | sit | stand | stem | tree | white,branch | white | sit | green | bamboo | tree | stand | stem | bamboo forest | pole | perch
4502,1,beach | bird | cloudy | coast | gull | ledge | sea | palm tree | perch | sand | seabird | shore | shoreline | sky | stand | tropic | water | white,coast | white | cloudy | tropic | beach | ledge | sand | stand | sea | shoreline | sky | shore | palm tree | perch | water
1568,0,bamboo forest | beak | bird | black | branch | forest | parrot | perch | sit | stand | tree | tree branch | yellow,branch | forest | sit | tree | yellow | stand | black | tree branch | bamboo forest | perch
3385,0,beak | bird | black | brush | bush | floor | flower | flower bed | garden | grass | green | hedge | hide | iris | lush | penguin | plant | purple | sit | stand | vegetation | weed | white,hide | hedge | brush | bush | floor | white | green | iris | stand | grass | purple | flower | flower bed | plant | lush | garden | sit | black | vegetation | weed
4027,1,battleship | bird | boat | aircraft carrier | fly | food | gull | sea | seabird | vessel | warship | water,fly | boat | warship | vessel | sea | aircraft carrier | battleship | food | water
1743,0,bird | coast | fly | sea | perch | stone | rocky | shoreline | stand | water | yellow,coast | fly | rocky | stone | yellow | stand | sea | shoreline | perch | water
1631,0,area | beak | bird | black | floor | forest | penguin | perch | stand | tree | white | wood | woodpecker,white | forest | wood | tree | stand | black | area | floor | perch
3504,0,bird | catch | dress | girl | perch | pose | shoulder | stand | woman | yellow,pose | catch | yellow | stand | woman | shoulder | dress | girl | perch
1619,0,bamboo forest | beak | bird | flap | flight | fly | green | hummingbird | nectar | tree,fly | flap | green | tree | nectar | bamboo forest | flight
3740,1,beach | bird | coast | foot | gull | person | sea | relax | stone | rocky | shore | shoreline | sit | stand | toe | water,coast | rocky | relax | sit | beach | stone | person | stand | sea | foot | shoreline | shore | toe | water
2986,0,bird | lake | perch | pond | sit | stand | tree | water | waterway | white,lake | white | sit | tree | stand | waterway | pond | perch | water
2954,0,animal | bamboo | bamboo forest | beak | bird | floor | hide | lay | sit,sit | bamboo | lay | animal | hide | bamboo forest | floor
3877,1,mollymawk | beak | bird | coast | flap | fly | landing | sea | stone | rocky | sea lion | seabird | seal | shoreline | stand | water | wing,coast | fly | rocky | flap | landing | mollymawk | stone | sea lion | stand | sea | seal | shoreline | water
47,0,bird | gray | ledge | lush | perch | pond | stand | tree | water,ledge | tree | lush | stand | gray | pond | perch | water
2372,0,bird | floor | forest | perch | stone | rocky | stand | tree | wood | yellow,rocky | forest | wood | tree | stone | yellow | stand | floor | perch
1055,0,bird | branch | gray | ledge | log | sea | perch | rail | stone | sit | stand | water | wave,branch | sit | ledge | stone | stand | sea | rail | log | gray | wave | perch | water
3555,0,bird | branch | cardinal | forest | limb | parrot | perch | red | sit | tree | tree branch | wood | woodpecker,branch | forest | sit | wood | tree | limb | tree branch | red | perch
4492,1,beak | bird | brown | diver | duck | sea | stone | stand | swim | underwater | water | water bird,underwater | diver | brown | stone | stand | sea | swim | water
2445,0,bird | cage | catch | enclosure | fence | goggles | green | hummingbird | man | parrot | red | short | stand | talk,fence | catch | man | cage | enclosure | green | short | talk | stand | goggles | red
4004,1,pillar | duck | electricity | mallard | mallard duck | pole | post | power line | sit | stand | stool | telegraph pole,power line | pillar | sit | stand | mallard | telegraph pole | post | stool | pole | electricity
1958,0,bird | branch | eagle | green | limb | parrot | perch | sit | stand | tree | tree branch | yellow,branch | sit | green | tree | yellow | limb | stand | tree branch | perch
88,0,bark | bird | branch | eucalyptus tree | perch | sit | stand | tree,branch | sit | eucalyptus tree | tree | stand | bark | perch
3580,0,beak | bird | blanket | boulder | floor | forest | lush | moss | parrot | perch | red | stone | stand | tree | tree trunk | woodpecker,forest | floor | boulder | tree | stone | stand | blanket | moss | red | tree trunk | lush | perch
1217,0,beak | bird | black | blackbird | blanket | crow | floor | snow | snowy | stand | tree | walk | wood,snowy | snow | tree | wood | stand | black | blanket | walk | floor
1942,0,bird | branch | brown | evergreen | forest | perch | pine | robin | sit | stand | tree | tree branch,branch | evergreen | forest | sit | brown | tree | stand | pine | tree branch | perch
4220,1,beach | beak | bird | catch | coast | cormorant | fish | fishing | fishing pole | hook | person | man | sea | pelican | stone | seabird | shore | shoreline | stand | walk | water,coast | catch | fishing | beach | fishing pole | hook | stone | man | fish | stand | sea | person | shoreline | walk | shore | water
4103,1,area | beak | bird | fly | food | forest | gull | lush | tree | white | wood,white | fly | forest | wood | tree | area | food | lush
4567,1,beak | bird | boat | calm | dock | gull | lake | ledge | perch | rail | sit | stand | water | white,lake | white | dock | boat | calm | sit | ledge | stand | rail | perch | water
1770,0,bird | branch | cardinal | forest | perch | red | sit | stand | tree | wood,branch | forest | sit | wood | tree | stand | red | perch
474,0,bamboo | bamboo forest | bird | girl | perch | sit | stand | tree | woman | yellow,sit | tree | bamboo | yellow | stand | woman | girl | bamboo forest | perch
3495,0,bird | blue | catch | fern | forest | girl | lush | macaw | parrot | smile | swing | swinge | tree | woman | wood,swinge | forest | swing | catch | wood | tree | blue | woman | smile | fern | girl | lush
4552,1,mollymawk | beak | bird | flap | floor | hillside | lay | nest | sea | seabird | sit | water,flap | nest | mollymawk | sit | lay | sea | hillside | floor | water
4390,1,beak | bird | blue | boardwalk | chair | cormorant | deck | dock | lake | park bench | rail | sit | stand | swamp | water,lake | chair | dock | boardwalk | sit | deck | blue | rail | stand | park bench | swamp | water
2970,0,area | beak | bird | forest | gray | lush | perch | stand | tree | wood,forest | wood | tree | stand | area | gray | lush | perch
1474,0,beak | bird | brown | forest | lush | perch | sit | sparrow | stand | tree | wood,forest | sit | wood | brown | tree | stand | lush | perch
1825,0,bamboo forest | bird | branch | forest | green | ledge | lush | perch | sit | stand | tree | wood | yellow,branch | forest | sit | green | ledge | tree | wood | yellow | stand | bamboo forest | lush | perch
4423,1,bird | flight | fly | forest | gull | sky | tree | tree trunk | wing | wood,fly | forest | wood | tree | sky | tree trunk | flight
4636,1,bird | cloudy | gull | ledge | sea | perch | sky | stand | water | white,white | cloudy | ledge | stand | sea | sky | perch | water
1452,0,clock | bird | brown | flower | perch | sit | sparrow | stand,clock | sit | brown | stand | flower | perch
4413,1,bird | blowfish | dive | fish | flight | fly | pigeon | plant | vegetation | wing,dive | blowfish | fly | fish | vegetation | plant | flight
3234,0,bird | black | blue | branch | fern | forest | ledge | log | lush | perch | pigeon | stone | sit | stand | tree | vegetation,branch | forest | sit | ledge | stone | tree | blue | black | stand | log | vegetation | fern | lush | perch
1909,0,beak | bird | branch | floor | stand | tree,branch | stand | tree | floor
2216,0,bird | branch | cardinal | fern | greenery | hang | lush | parrot | perch | plant | red | sit | tree | vegetation,branch | hang | sit | tree | greenery | vegetation | plant | fern | red | lush | perch
1068,0,bamboo forest | beak | bird | branch | brown | path | forest | perch | pole | rail | sit | sparrow | stand | tree,branch | forest | sit | brown | tree | path | rail | stand | bamboo forest | pole | perch
3205,0,bird | branch | gray | ledge | log | lush | perch | river | river bank | sit | stand | tree | tree trunk | water | white | yellow,branch | white | river | sit | ledge | tree | yellow | river bank | stand | log | gray | tree trunk | lush | perch | water
4523,1,bird | couple | girl | gull | person | lake | man | stand | stare | stool | water | woman,lake | man | person | stand | woman | stare | stool | girl | couple | water
217,0,bird | blanket | blue | branch | bush | evergreen | floor | green | ledge | parrot | perch | sit | snow | snowy | stand | tree | yellow,branch | snowy | evergreen | sit | green | ledge | snow | tree | yellow | blue | blanket | stand | bush | floor | perch
2037,0,bird | bush | floor | ledge | lush | perch | stand | tree | vegetation | white,white | ledge | tree | lush | stand | vegetation | bush | floor | perch
2046,0,area | bird | floor | forest | log | stone | stand | tree | wood,forest | wood | tree | stone | stand | area | log | floor
2260,0,bamboo forest | bird | brown | forest | perch | stand | stump | tree | wood,forest | wood | brown | tree | stand | stump | bamboo forest | perch
1879,0,bird | catch | face | perch | shirt | shoulder | sparrow | stand | woman,face | catch | shirt | stand | woman | shoulder | perch
2480,0,bird | blue | building | fly | green | hillside | landing | ledge | lush | parrot | perch | rail | roof | stand | tail | wing,fly | building | landing | ledge | green | tail | blue | rail | stand | roof | hillside | lush | perch
1620,0,bamboo forest | bird | brown | forest | perch | sit | stand | tree | wood | yellow,forest | sit | wood | brown | tree | yellow | stand | bamboo forest | perch
2076,0,bird | bird bath | blue | bush | flower | flower bed | garden | gray | green | perch | plant | sit | stand,bird bath | garden | green | sit | blue | flower bed | stand | gray | plant | flower | bush | perch
2501,0,bird | flood | floor | house exterior | pond | puddle | stand | swamp | walk | water,puddle | flood | pond | house exterior | stand | walk | floor | swamp | water
746,0,beak | bird | catch | hand | girl | jacket | lake | pose | smile | stand | water | woman,lake | pose | catch | stand | woman | jacket | hand | smile | girl | water
2897,0,beak | bird | branch | brown | brush | grass | perch | sit | stand | tree | weed | wood | yellow,branch | sit | brown | tree | wood | yellow | stand | grass | weed | brush | perch
3294,0,bamboo forest | bird | catch | girl | instrument | parrot | perch | pet | pose | red | shoulder | smile | stand | woman,pose | catch | instrument | pet | stand | woman | shoulder | smile | perch | red | bamboo forest | girl
195,0,bamboo forest | bird | branch | gray | perch | sit | stand | tree,branch | sit | tree | stand | gray | bamboo forest | perch
4477,1,beak | bird | black | cormorant | grass | lake | log | lush | perch | pole | stone | sit | sky | stand | stump | water,lake | sit | stone | lush | stand | grass | black | stump | log | sky | pole | perch | water
442,0,bamboo | bamboo forest | costume | dress | floor | garment | person | karate | martial | pose | robe | samurai | sword | woman,garment | martial | samurai | costume | pose | sword | bamboo | woman | karate | bamboo forest | dress | robe | floor | person
1002,0,bird | bird feeder | bird house | gray | perch | pole | post | sit | stand | telegraph pole | tree,bird feeder | sit | tree | stand | telegraph pole | gray | post | pole | perch
3464,0,bird | blue | cliff | coast | grassy | hill | hillside | ledge | sea | perch | shoreline | sit | stand | water,coast | sit | ledge | grassy | blue | sea | stand | cliff | shoreline | hillside | hill | perch | water
2109,0,bird | blue | branch | floor | forest | green | lush | perch | sit | tree | tree trunk | white | wood,branch | white | forest | floor | sit | green | tree | wood | blue | tree trunk | lush | perch
2888,0,bird | branch | brown | lush | perch | sit | stand | tree | tree branch | water | yellow,branch | sit | brown | tree | yellow | stand | tree branch | lush | perch | water
2929,0,bamboo forest | bird | perch | stand | woman | yellow,yellow | stand | woman | bamboo forest | perch
1057,0,beak | bird | black | crow | field | floor | food | grass | grassy | gray | green | hillside | lush | patch | raven | stand,floor | green | grassy | stand | black | field | grass | food | gray | hillside | lush | patch
1466,0,bird | branch | gray | ledge | sea | perch | sit | stand | water,branch | sit | ledge | stand | sea | gray | perch | water
1641,0,swimwear | beach | bikini | bikini top | bird | cardinal | catch | cowboy hat | girl | sea | perch | pose | red | sit | straw hat | sun hat | woman,straw hat | perch | pose | cowboy hat | catch | sit | beach | sea | bikini | woman | bikini top | swimwear | red | girl | sun hat
285,0,bird | branch | floor | forest | gray | perch | sit | stand | stool | tree | wood | yellow,branch | forest | sit | wood | tree | yellow | stand | gray | stool | floor | perch
1306,0,bird | black | blue | branch | perch | sit | stand | tree | tree branch | yellow,branch | sit | tree | yellow | blue | black | stand | tree branch | perch
2714,0,bamboo forest | beak | bird | branch | floor | forest | parrot | perch | red | sit | stand | strap | tree,branch | forest | sit | tree | stand | bamboo forest | red | strap | floor | perch
3815,1,beach | beak | bird | floor | grass | grassy | green | lush | sea | palm tree | penguin | seabird | sit | stand | sunset,floor | sit | beach | grassy | green | stand | grass | sea | palm tree | lush | sunset
3263,0,area | bird | branch | brown | floor | forest | gray | perch | sit | stand | tree | wood,branch | forest | sit | brown | tree | wood | stand | area | gray | floor | perch
3642,0,beak | bird | boat | cargo ship | container | container ship | crate | ledge | sea | perch | rail | shipping container | sit | sparrow | stand | water | yellow,crate | cargo ship | boat | sit | ledge | yellow | stand | sea | container ship | rail | container | shipping container | perch | water
3691,0,beak | bird | brown | floor | flower | food | forest | hide | hillside | lush | perch | stand | tree | tree trunk | wood,forest | floor | wood | brown | tree | stand | hillside | hide | food | flower | tree trunk | lush | perch
2734,0,bird | blue | branch | ledge | perch | sit | sky | snow | snowy | sun | tree | yellow,branch | snowy | sit | ledge | snow | sun | tree | yellow | blue | sky | perch
2935,0,beach | bird | dive | fly | gull | sea | pigeon | sand | sky | sun | sunset | water | white,dive | white | fly | beach | sunset | sun | sand | sea | sky | water
2940,0,beak | bird | bird bath | garden | lush | parrot | perch | pond | stone | sit | stand | water feature | yard | yellow,water feature | bird bath | garden | sit | stone | lush | yard | yellow | stand | pond | perch
1632,0,area | beak | bird | brown | floor | grass | green | lush | stand | tree | wood | yellow,floor | brown | tree | green | wood | yellow | stand | grass | area | lush
1871,0,area | bird | brush | dirt field | field | floor | gray | land | patch | sit | stand | tree | vegetation | weed,land | dirt field | sit | tree | stand | area | field | vegetation | gray | weed | brush | floor | patch
3007,0,animal | bird | branch | brown | brush | bush | eye | floor | grass | green | hide | lush | owl | stand | stare | tree | vegetation | weed,branch | floor | brown | green | tree | animal | eye | stand | grass | hide | stare | vegetation | weed | brush | bush | lush
497,0,beak | bird | sea | perch | ride | stand | surf | water | wave | white,white | stand | sea | surf | wave | ride | perch | water
1928,0,bird | brown | path | lush | perch | red | sit | sparrow | stand | tree | wood,sit | brown | tree | wood | path | stand | red | lush | perch
2744,0,bamboo forest | bird | branch | forest | gray | ledge | log | perch | pigeon | sit | stand | tree | white,branch | white | forest | sit | ledge | tree | stand | log | gray | bamboo forest | perch
3537,0,area | bird | black | blanket | crow | floor | forest | hill | hillside | raven | stone | stand | tree | wood,forest | floor | wood | tree | stone | stand | black | area | blanket | hillside | hill
2607,0,animal | beach | bird | coast | gray | sea | sand | seal | seaweed | stand | wash,coast | seaweed | beach | wash | animal | sand | stand | sea | seal | gray
484,0,bamboo forest | balustrade | bird | path | forest | gray | ledge | lush | perch | rail | stone | sit | stair | stand | tree | white,white | forest | sit | ledge | stone | tree | path | rail | stand | gray | stair | balustrade | bamboo forest | lush | perch
725,0,beak | bird | blue | floor | flower | forest | forest floor | grass | green | lush | perch | purple | sit | stand | tree | wood | yellow,forest | floor | sit | green | tree | wood | yellow | blue | grass | stand | purple | flower | lush | perch | forest floor
2894,0,bamboo forest | bird | catch | hand | green | person | perch | sit | stand | stem | white | yellow,white | catch | sit | green | yellow | stand | stem | hand | bamboo forest | perch | person
3447,0,bamboo forest | beak | bird | fly | green | hummingbird | nectar | perch | plant | reed | stand | stem | twig | yellow,reed | fly | green | yellow | stand | stem | twig | nectar | plant | bamboo forest | perch
2530,0,bird | branch | brown | perch | sit | stand | tree | tree branch,branch | sit | brown | tree | stand | tree branch | perch
1734,0,bamboo forest | beak | bird | black | blue | forest | perch | pole | sit | stand | tree | yellow,forest | sit | tree | yellow | blue | black | stand | bamboo forest | pole | perch
3192,0,beak | bird | brown | ledge | sea | perch | pool | sparrow | stand | water | wave,ledge | brown | stand | sea | perch | wave | pool | water
2772,0,bamboo forest | beak | bird | branch | perch | sit | stand | tree | yellow,branch | sit | tree | yellow | stand | bamboo forest | perch
3067,0,bird | black | branch | floor | grass | lush | nest | perch | reed | sit | stand | swamp | vegetation | weed | yellow,branch | reed | floor | nest | sit | yellow | stand | black | grass | vegetation | weed | lush | perch | swamp
1637,0,beak | bird | brown | fence | floor | grass | green | greenery | lush | sparrow | stand | tree | vegetation | white,white | fence | floor | brown | green | tree | stand | grass | greenery | vegetation | lush
2883,0,beak | bird | floor | puddle | sky | stand | sunset | walk | water | yellow,puddle | walk | sunset | yellow | stand | sky | floor | water
591,0,bird | branch | cardinal | forest | limb | lush | perch | red | sit | stand | tree | tree branch | tree trunk | wood,branch | forest | sit | wood | tree | limb | stand | tree branch | red | tree trunk | lush | perch
2652,0,beak | bird | lake | perch | reflection | sit | stand | tree | water,lake | sit | tree | stand | reflection | perch | water
4419,1,calm | cloudy | duck | lake | ledge | mallard | mallard duck | pond | sky | stand | tree | water,lake | cloudy | calm | ledge | tree | stand | mallard | sky | pond | water
2826,0,bird | bloom | blossom | cherry blossom | cherry tree | flower | fly | green | park | tree,bloom | fly | green | tree | blossom | cherry tree | park | flower | cherry blossom
2331,0,bird | boat | brown | aircraft carrier | cockpit | sea | perch | sit | sparrow | water | window,boat | sit | brown | cockpit | sea | window | aircraft carrier | perch | water
2282,0,bird | blanket | christmas hat | floor | hillside | perch | red | stone | rocky | stand | terrain | tree | woodpecker,christmas hat | rocky | terrain | tree | stone | stand | blanket | red | hillside | floor | perch
2152,0,beak | bird | branch | fly | night | sky | tree | tree branch | white | woodpecker,branch | white | fly | tree | night | sky | tree branch
449,0,area | bird | branch | brown | brush | forest | green | lush | perch | sit | sparrow | stand | tree | vegetation | wood,branch | forest | sit | brown | green | tree | wood | stand | area | vegetation | brush | lush | perch
292,0,bamboo forest | bird | blue | branch | fern | forest | green | greenery | lush | parrot | perch | plant | sit | stand | stump | tree | tree trunk | vegetation | yellow,branch | forest | sit | green | tree | yellow | tree trunk | blue | stand | greenery | stump | vegetation | plant | fern | bamboo forest | lush | perch
807,0,balance | bamboo forest | bird | brown | man | perch | sparrow | stand | woman,man | brown | stand | woman | bamboo forest | balance | perch
2280,0,bird | blue | branch | forest | gray | limb | perch | sit | stand | tree | tree branch | wood,branch | forest | sit | wood | tree | limb | blue | stand | gray | tree branch | perch
2022,0,bamboo | bamboo forest | bird | blue | brown | flower | fly | forest | green | hydrangea | lush | stem | tree,fly | forest | green | bamboo | brown | tree | blue | stem | hydrangea | flower | bamboo forest | lush
2948,0,beak | bird | black | perch | sign | sit | stand | tree | wood | yellow,sign | wood | tree | sit | yellow | stand | black | perch
765,0,area | bird | crow | floor | fly | stand | tree | wood,fly | wood | tree | stand | area | floor
3176,0,bird | blue | branch | creek | forest | log | parrot | perch | pond | puddle | red | sit | stand | swamp | tree | tree branch | water | wood,branch | puddle | forest | sit | wood | tree | creek | swamp | blue | stand | log | tree branch | red | pond | perch | water
1109,0,bamboo | bamboo forest | bird | black | forest | man | perch | red | stand | tree | white,white | forest | man | tree | bamboo | stand | black | red | bamboo forest | perch
628,0,bark | birch | birch tree | bird | forest | grove | perch | stand | tree | tree trunk | wood | woodpecker,forest | wood | tree | birch | grove | stand | birch tree | bark | tree trunk | perch
2059,0,bamboo forest | bird | brown | floor | ledge | perch | stone | sit | stand | tree,sit | ledge | tree | stone | brown | stand | bamboo forest | floor | perch
3699,0,beak | bird | branch | perch | sit | stand | stem | tree,branch | sit | tree | stand | stem | perch
4585,1,beak | bird | cormorant | lake | ledge | sea | pelican | perch | seabird | stand | water | water bird,lake | ledge | stand | sea | perch | water
2224,0,beak | bird | cliff | flower | ledge | sea | open | perch | stone | sit | water,sit | ledge | stone | open | sea | cliff | flower | perch | water
4038,1,autumn leave | beak | bird | black | floor | food | gray | stand | tree | white,white | tree | stand | black | autumn leave | food | gray | floor
2845,0,bird | branch | brown | perch | sit | sky | stand | tree | tree branch,branch | sit | brown | tree | stand | sky | tree branch | perch
1643,0,bamboo | bamboo forest | color | image | square | stem | tree,image | tree | bamboo | square | stem | bamboo forest | color
4216,1,beak | bird | brown | coast | duck | hillside | ledge | sea | rail | shoreline | sit | stand | water,coast | sit | brown | ledge | stand | sea | rail | shoreline | hillside | water
1026,0,bird | blue | branch | dragonfly | insect | perch | plant | reed | sit | stand | stem | stick | tree branch | twig | vegetation | wing | yellow,branch | reed | sit | yellow | blue | stand | dragonfly | stem | vegetation | twig | plant | stick | tree branch | insect | perch
2788,0,bamboo | bamboo forest | bird | blue | boy | catch | child | hide | parrot | perch | red | shoulder | stand | stem | sweater | sweatshirt | wear,sweater | catch | bamboo | blue | boy | hide | shoulder | stand | child | stem | sweatshirt | red | bamboo forest | perch | wear
4466,1,beach | bird | boat | coast | fly | gull | person | sea | palm tree | sand | seabird | shoreline | tropic | water,coast | fly | boat | tropic | beach | sand | person | sea | shoreline | palm tree | water
4399,1,bird | creek | gull | pond | puddle | stand | tree | walk | water | waterway,puddle | creek | tree | stand | waterway | walk | pond | water
4678,1,beak | bird | floor | gull | lake | sand | shore | sky | stand | water | white,lake | white | sand | stand | sky | shore | floor | water
3717,0,area | bird | forest | perch | pole | post | sign | tree | wood,forest | sign | wood | tree | area | post | pole | perch
328,0,bird | boat | paddle | canoe | fly | jump | person | hummingbird | kayak | stunt | vessel | water | waterway,fly | canoe | boat | jump | kayak | vessel | person | waterway | paddle | stunt | water
4307,1,beak | bird | flap | fly | green | gull | lake | landing | lush | pond | spread | tree | water | white | wing,lake | white | fly | flap | landing | green | tree | lush | spread | pond | water
3565,0,bamboo forest | bird | black | crow | fence | floor | ledge | perch | rail | sit | stand | tail | tree,fence | sit | ledge | tree | tail | stand | black | rail | bamboo forest | floor | perch
4541,1,bird | cloudy | fly | gull | sea | stone | seabird | sky | stormy | water | wave | white | wing,white | fly | cloudy | stone | stormy | sea | sky | wave | water
3542,0,bird | branch | floor | green | parrot | perch | sit | stand | tree | yellow,branch | sit | green | tree | yellow | stand | floor | perch
2586,0,area | bird | black | floor | food | forest | gray | stand | tree | white | wood,white | forest | wood | tree | stand | black | area | food | gray | floor
3398,0,bird | dirt field | floor | perch | sit | sky | sparrow | stand | tree,dirt field | sit | tree | stand | sky | floor | perch
3223,0,bamboo forest | bird | black | branch | crow | enclosure | fence | forest | ledge | perch | rail | sit | stand | tree,branch | fence | forest | sit | ledge | enclosure | tree | stand | black | rail | bamboo forest | perch
4056,1,beak | bird | sea | penguin | ride | seabird | surf | surfboard | surfer | water | wave,surfboard | surfer | sea | surf | wave | ride | water
1189,0,area | autumn forest | bird | brown | floor | forest | log | perch | sit | sparrow | stand | stump | swing | tree | wood,autumn forest | forest | swing | sit | brown | tree | wood | stand | area | stump | log | floor | perch
2242,0,beak | bird | bird feeder | branch | food | forest | ledge | open | perch | sit | stump | tree | tree trunk | wood,branch | bird feeder | forest | sit | ledge | tree | wood | open | stump | food | tree trunk | perch
4240,1,bird | fly | gull | lake | pond | reflection | sky | tree | water,lake | fly | tree | sky | reflection | pond | water
2006,0,bamboo forest | bird | canopy | pillar | entrance | path | gazebo | greenery | lead to | night | sculpture | shrine | stair | yellow,canopy | pillar | lead to | night | sculpture | yellow | path | entrance | gazebo | greenery | stair | shrine | bamboo forest
3497,0,area | shed | beak | bird | floor | forest | hut | perch | shelter | sit | stand | tree | wood | yellow,forest | shed | sit | wood | tree | yellow | stand | area | hut | shelter | floor | perch
2264,0,bamboo | bamboo forest | bird | canary | hide | perch | sit | stand | stem | tree | yellow,sit | tree | bamboo | yellow | stand | stem | hide | bamboo forest | perch
589,0,beak | bird | branch | crow | parrot | perch | sculpture | sit | stand | tree | tree branch,branch | sit | tree | sculpture | stand | tree branch | perch
2836,0,bird | boat | pillar | crowded | ferry | green | person | ledge | sea | parrot | perch | pole | post | rail | sit | stand | water | yellow,pillar | boat | ferry | green | ledge | sit | yellow | person | stand | sea | rail | post | crowded | pole | perch | water
