class,tags
64,"['field', 'floor mat', 'screen door', 'stair', 'neck', 'glass door', 'grassy', 'pet', 'shoreline', 'jump', 'mouth', 'wear', 'rocky', 'pointer', 'open', 'photo', 'tennis racket', 'backyard', 'drawer', 'animal', 'chase', 'fight', 'broom', 'tool', 'wagon', 'park', 'stool', 'kitchen floor', 'shoe', 'white', 'dandelion', 'straw', 'hardwood floor', 'dog breed', 'back', 'scale', 'leash', 'walk', 'cape', 'tub', 'toy', 'bow tie', 'lay', 'cone', 'blanket', 'table', 'bench', 'contest', 'face', 'squat', 'bubble', 'funnel', 'cloth', 'food', 'purple', 'poncho', 'bed', 'sleep', 'spray', 'string', 'counter top', 'parking lot', 'man', 'cob', 'dog food', 'doll', 'cardigan', 'nose', 'enclosure', 'beagle', 'living room', 'kitchen table', 'bin', 'hedge', 'balustrade', 'blue', 'pole', 'gravel', 'raincoat', 'sandal', 'hand', 'wet', 'jacket', 'relax', 'dirt track', 'couple', 'water', 'room', 'suspenders', 'pool', 'hole', 'tile', 'arm', 'lap', 'home appliance', 'teddy', 'tire', 'stuff', 'bedcover', 'carpet', 'armchair', 'sheet', 'stone', 'park bench', 'brown', 'out', 'paw', 'vacuum', 'dirt field', 'reflection', 'snow', 'snowy', 'ramp', 'patch', 'dirt road', 'beach', 'yellow', 'doorway', 'grass', 'boulder', 'lamp', 'lead to', 'mat', 'comfort', 'yoga mat', 'neckband', 'lick', 'sky', 'robe', 'path', 'dog house', 'stand', 'deck', 'wood floor', 'woman', 'kitchen counter', 'cage', 'boardwalk', 'hardwood', 'dress', 'grandmother', 'pad', 'sand', 'lawn', 'lush', 'tail', 'green', 'hang', 'ledge', 'hay', 'couch', 'plastic', 'bureau', 'flower bed', 'shovel', 'door', 'window sill', 'enter', 'carry', 'land', 'hydrangea', 'dinning table', 'garden hose', 'slipper', 'black', 'judge', 'log', 'sit', 'cabinet', 'sweater', 'play', 'catch', 'rail', 'slide', 'wrestle', 'run', 'dog', 'sea', 'dot', 'floor', 'doormat', 'retriever', 'yard', 'car', 'tie', 'christmas hat', 'flower', 'bite', 'head', 'pavement', 'red', 'stare', 'ball', 'weed', 'dry', 'chair', 'person', 'fence', 'close-up', 'bath', 'coast', 'hose', 'stick', 'window', 'building', 'bush', 'pillow']"
76,"['field', 'eye', 'screen door', 'corridor', 'surf', 'glass door', 'grassy', 'pet', 'shoreline', 'jump', 'bone', 'mouth', 'wear', 'rocky', 'gray', 'chihuahua', 'open', 'tennis racket', 'drawer', 'dog bed', 'animal', 'chase', 'park', 'scarf', 'hydrant', 'stool', 'kitchen floor', 'corgi', 'tree', 'white', 'dandelion', 'pink', 'straw', 'shore', 'leash', 'walk', 'selfie', 'toy', 'lay', 'blanket', 'plank', 'headscarf', 'swim', 'polo shirt', 'frost', 'squat', 'purple', 'cloth', 'food', 'life jacket', 'bed', 'sleep', 'gear', 'girl', 'construction site', 'man', 'cat', 'cement', 'dresser', 'speaker', 'sweatshirt', 'ear', 'area', 'enclosure', 'rural', 'creek', 'racket', 'barrier', 'strap', 'pipe', 'obstacle course', 'blue', 'pole', 'sheepdog', 'gravel', 'hand', 'stump', 'porch', 'trail', 'relax', 'dirt track', 'tree trunk', 'german shepherd', 'couple', 'water', 'shirt', 'wet', 'room', 'chain', 'tile', 'arm', 'lap', 'stuff', 'bedcover', 'carpet', 'armchair', 'stone', 'park bench', 'brown', 'pump', 'paw', 'course', 'frosty', 'dirt field', 'daybed', 'snow', 'snowy', 'hug', 'ramp', 'forest', 'picnic table', 'dirt road', 'beach', 'lighthouse', 'patch', 'yellow', 'hassock', 'doorway', 'grass', 'boulder', 'garage', 'mat', 'comfort', 'neckband', 'sky', 't-shirt', 'path', 'dog house', 'deck', 'stand', 'puddle', 'meat', 'woman', 'cage', 'kitchen counter', 'dress', 'pad', 'sand', 'lawn', 'lush', 'tail', 'subwoofer', 'green', 'hang', 'ledge', 'palm tree', 'hay', 'couch', 'seaweed', 'bureau', 'pose', 'door', 'carry', 'graveyard', 'concrete', 'black', 'judge', 'log', 'sit', 'shoulder', 'sweater', 'grave', 'play', 'catch', 'rail', 'wave', 'shepherd', 'run', 'tan', 'dog', 'wood', 'sea', 'floor', 'bacon', 'car', 'baseball uniform', 'yard', 'water pipe', 'head', 'bite', 'valve', 'red', 'stare', 'footprint', 'ball', 'mulch', 'road', 'dry', 'chair', 'person', 'fence', 'doberman', 'smile', 'coast', 'hurdle', 'hose', 'stick', 'window', 'building', 'sun', 'football', 'pillow']"
96,"['field', 'dalmatian', 'screen door', 'neck', 'glass door', 'grassy', 'pet', 'shoreline', 'bone', 'wear', 'mouth', 'rocky', 'cart', 'computer chair', 'open', 'photo', 'dog bed', 'animal', 'chase', 'wagon', 'computer', 'stool', 'kitchen floor', 'sunglasses', 'tree', 'computer monitor', 'swing', 'white', 'pen', 'straw', 'hardwood floor', 'shore', 'dog breed', 'leash', 'walk', 'tub', 'toy', 'bow tie', 'backdrop', 'lay', 'keyboard', 'blanket', 'table', 'bench', 'computer screen', 'contest', 'face', 'instrument', 'polo shirt', 'bandage', 'squat', 'purple', 'food', 'bookshelf', 'decorate', 'bed', 'sleep', 'girl', 'computer desk', 'sock', 'pot', 'man', 'radiator', 'doll', 'laboratory', 'nose', 'rural', 'desktop', 'beagle', 'living room', 'office supply', 'strap', 'lake', 'barrel', 'break', 'blue', 'pole', 'christmas', 'sandal', 'porch', 'wet', 'fur', 'relax', 'party hat', 'dirt track', 'couple', 'shirt', 'water', 'wine glass', 'pool', 'tile', 'martini glass', 'lap', 'teddy', 'stuff', 'carpet', 'peanut', 'stone', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'remote', 'christmas card', 'snow', 'hug', 'foot', 'take', 'picnic table', 'dirt road', 't shirt', 'bow', 'tube', 'hassock', 'doorway', 'grass', 'mat', 'hallway', 'neckband', 'lick', 't-shirt', 'dog house', 'deck', 'stand', 'wood floor', 'boy', 'woman', 'boardwalk', 'vet', 'office', 'hardwood', 'child', 'pad', 'muzzle', 'sand', 'palette', 'lush', 'tail', 'honey', 'jug', 'green', 'hang', 'wagon wheel', 'ledge', 'goggles', 'couch', 'camper', 'hay', 'entertainment center', 'pose', 'bulldog', 'christmas tree', 'door', 'window sill', 'carry', 'desktop computer', 'boxer', 'black', 'judge', 'vacation', 'log', 'sit', 'house exterior', 'office desk', 'play', 'catch', 'pigeon', 'dog', 'bottle', 'wood', 'curl', 'sea', 'shirtless', 'office chair', 'floor', 'swivel chair', 'retriever', 'doormat', 'tie', 'yard', 'baseball uniform', 'flower', 'head', 'pavement', 'stare', 'baseball hat', 'mulch', 'ball', 'road', 'chair', 'person', 'fence', 'close-up', 'bath', 'shadow', 'wreath', 'sleepwear', 'cat bed', 'stick', 'window', 'hide', 'alcohol', 'twig', 'pillow']"
30,"['field', 'dalmatian', 'screen door', 'river', 'neck', 'rocking chair', 'glass door', 'grassy', 'poodle', 'pet', 'hill', 'restaurant', 'oven', 'clinic', 'swamp', 'mouth', 'wear', 'dish washer', 'gray', 'cart', 'rocky', 'barber', 'ribbon', 'photo', 'sculpture', 'dog bed', 'animal', 'tool', 'figurine', 'wagon', 'park', 'stool', 'dark', 'kitchen floor', 'curtain', 'tree', 'canopy', 'white', 'dandelion', 'swing', 'pink', 'hardwood floor', 'dog breed', 'back', 'pet store', 'leash', 'walk', 'toy', 'bow tie', 'stretch', 'backdrop', 'lay', 'exhaust hood', 'table', 'bulletin board', 'blanket', 'bench', 'preacher', 'contest', 'squat', 'miniature', 'lamb', 'purple', 'pond', 'life jacket', 'bed', 'sleep', 'string', 'terrain', 'man', 'radiator', 'sweatshirt', 'dresser', 'nose', 'life belt', 'enclosure', 'creek', 'living room', 'seat', 'sheep', 'obstacle course', 'blue', 'pole', 'christmas', 'hillside', 'fur', 'party hat', 'water', 'tile', 'kitchen', 'lap', 'home appliance', 'stuff', 'bedcover', 'carpet', 'armchair', 'sheet', 'stone', 'park bench', 'brown', 'out', 'paw', 'daybed', 'snow', 'push', 'snowy', 'pet shop', 'ramp', 'pillar', 'forest', 'patch', 'beach', 'table top', 'trainer', 'belt', 'yellow', 'tube', 'hassock', 'lamp', 'grass', 'doorway', 'boulder', 'mat', 'make', 'comfort', 'neckband', 'lick', 'sky', 'picture frame', 'branch', 'photo frame', 'stand', 'puddle', 'wood floor', 'dolly', 'cage', 'woman', 'greyhound', 'round table', 'dress', 'frame', 'pad', 'sand', 'lawn', 'rock formation', 'lush', 'tail', 'fountain', 'green', 'hang', 'bear', 'ledge', 'medal', 'couch', 'sleigh', 'seaweed', 'pose', 'bend', 'christmas tree', 'door', 'window sill', 'carry', 'climb', 'business suit', 'black', 'judge', 'log', 'urn', 'sit', 'ski pole', 'sweater', 'glass table', 'mall', 'appliance', 'play', 'wheel', 'nightstand', 'catch', 'rail', 'slide', 'night', 'dog', 'wood', 'curl', 'office chair', 'rope', 'car window', 'floor', 'swivel chair', 'car', 'yard', 'tie', 'christmas hat', 'shopping cart', 'store', 'red', 'stare', 'evergreen', 'chair', 'person', 'fence', 'smile', 'apron', 'stick', 'window', 'stream', 'twig', 'wall', 'pillow', 'footstall']"
75,"['field', 'suv', 'grassy', 'pet', 'jump', 'bone', 'mouth', 'wear', 'trophy', 'gray', 'paling', 'curb', 'open', 'backyard', 'dog bed', 'chase', 'animal', 'computer', 'trophy cup', 'park', 'shed', 'stool', 'kitchen floor', 'tree', 'canopy', 'white', 'bundle', 'hardwood floor', 'dog breed', 'leash', 'walk', 'toy', 'lay', 'blanket', 'table', 'bench', 'balance', 'contest', 'car door', 'tent', 'skier', 'boot', 'purple', 'bookshelf', 'bed', 'sock', 'man', 'sweatshirt', 'dresser', 'nose', 'beagle', 'living room', 'barrier', 'lake', 'kitchen table', 'barrel', 'hedge', 'obstacle course', 'blue', 'cloudy', 'pole', 'bush', 'sheepdog', 'vest', 'flood', 'stump', 'wet', 'fur', 'trail', 'relax', 'umbrella', 'shirt', 'couple', 'pick up', 'water', 'house', 'forest path', 'lap', 'tile wall', 'crate', 'stuff', 'bedcover', 'carpet', 'armchair', 'stone', 'vegetation', 'park bench', 'brown', 'paw', 'course', 'remote', 'snow', 'hug', 'snowy', 'pine cone', 'ramp', 'forest', 'patch', 'picnic table', 'yellow', 'doorway', 'grass', 'boulder', 'lamp', 'mat', 'comfort', 'skeleton', 'neckband', 'lick', 'sky', 'cowboy boot', 'path', 'dog house', 'stand', 'terrace', 'wood floor', 'cage', 'boy', 'woman', 'television', 'dress', 'pad', 'lawn', 'lush', 'tail', 'green', 'hang', 'entertainment center', 'hay', 'sleigh', 'couch', 'goggles', 'camper', 'ledge', 'bureau', 'folding chair', 'driveway', 'bend', 'pose', 'carry', 'dinning table', 'frisbee', 'garden hose', 'black', 'judge', 'log', 'sit', 'sweater', 'cabinet', 'house exterior', 'play', 'catch', 'rail', 'wrestle', 'run', 'laptop', 'dog', 'tan', 'wood', 'bamboo forest', 'car window', 'floor', 'car', 'yard', 'flower', 'pavement', 'bite', 'head', 'red', 'stare', 'weed', 'ball', 'road', 'dry', 'chair', 'person', 'hair', 'fence', 'container', 'truck', 'smile', 'hurdle', 'cane', 'hose', 'cat bed', 'stick', 'sun', 'wall', 'pillow']"
108,"['field', 'screen door', 'suv', 'floor mat', 'glass door', 'grassy', 'pet', 'ballet skirt', 'oven', 'wood wall', 'mouth', 'wear', 'gray', 'cart', 'curb', 'wig', 'rocky', 'antler', 'ribbon', 'tennis racket', 'drawer', 'dog bed', 'animal', 'scarf', 'stool', 'kitchen floor', 'shoe', 'tree', 'canopy', 'white', 'ivy', 'pumpkin', 'pen', 'pink', 'vehicle', 'hardwood floor', 'dog breed', 'back', 'leash', 'walk', 'trumpet', 'toy', 'kiss', 'stretch', 'shiba inu', 'lay', 'cone', 'table', 'blanket', 'contest', 'face', 'tent', 'boot', 'squat', 'food', 'cloth', 'beach chair', 'bed', 'sleep', 'string', 'spray', 'girl', 'counter top', 'man', 'nose', 'world', 'enclosure', 'wash', 'swab', 'seat', 'luggage', 'kitchen table', 'hedge', 'bin', 'break', 'trench coat', 'pole', 'blue', 'sheepdog', 'gravel', 'hand', 'stump', 'wet', 'fur', 'relax', 'award', 'tree trunk', 'party hat', 'couple', 'shirt', 'water', 'room', 'tile', 'feather', 'arm', 'lap', 'home appliance', 'tile wall', 'moose', 'crate', 'stuff', 'carpet', 'armchair', 'stone', 'park bench', 'brown', 'reflection', 'paw', 'vacuum', 'out', 'snow', 'hug', 'snowy', 'pillar', 'picnic table', 'patch', 'hassock', 'lamp', 'grass', 'doorway', 'mat', 'neckband', 'lick', 'path', 'brown bear', 'cardboard box', 'dog house', 'stand', 'deck', 'wood floor', 'headdress', 'cage', 'woman', 'boy', 'kitchen counter', 'boardwalk', 'dress', 'pad', 'sand', 'lawn', 'lush', 'tail', 'green', 'hang', 'pomeranian', 'ledge', 'hay', 'couch', 'pose', 'bureau', 'flower bed', 'dinning table', 'shower', 'black', 'reindeer', 'judge', 'plaque', 'log', 'slipper', 'sit', 'basket', 'sweater', 'car seat', 'cabinet', 'glass table', 'soap', 'costume', 'play', 'catch', 'rail', 'shepherd', 'tan', 'dog', 'car window', 'floor', 'car', 'display', 'yard', 'book', 'doormat', 'flower', 'shopping cart', 'pavement', 'head', 'red', 'stare', 'ball', 'dry', 'chair', 'person', 'fence', 'glasses', 'hair', 'treat', 'close-up', 'smile', 'bath', 'cup', 'cat bed', 'stick', 'pug', 'window', 'building', 'hide', 'bush', 'curl', 'pillow', 'footstall']"
79,"['field', 'eye', 'laundry room', 'river', 'neck', 'rocking chair', 'saucer', 'grassy', 'pet', 'jump', 'mouth', 'wear', 'curb', 'chimney', 'garment', 'antler', 'ribbon', 'photo', 'open', 'handkerchief', 'backyard', 'dog bed', 'washer', 'animal', 'chase', 'teacup', 'stool', 'kitchen floor', 'corgi', 'herd', 'curtain', 'tree', 'canopy', 'white', 'pen', 'pink', 'hardwood floor', 'dog breed', 'back', 'leash', 'walk', 'tablecloth', 'toy', 'kiss', 'bow tie', 'backdrop', 'lay', 'ram', 'seat belt', 'blanket', 'table', 'bench', 'clothe', 'headscarf', 'wrapping paper', 'santa claus', 'lamb', 'cloth', 'purple', 'bookshelf', 'decorate', 'beach chair', 'bed', 'sleep', 'girl', 'sock', 'man', 'dresser', 'mug', 'nose', 'area', 'enclosure', 'creek', 'wash', 'living room', 'strap', 'barrier', 'seat', 'lake', 'kitchen table', 'hedge', 'sheep', 'obstacle course', 'blue', 'pole', 'sheepdog', 'christmas', 'hillside', 'sandal', 'wet', 'fur', 'relax', 'award', 'dirt track', 'couple', 'water', 'plant', 'shirt', 'room', 'hole', 'pine', 'lap', 'teddy', 'baby carriage', 'stuff', 'carpet', 'armchair', 'stone', 'park bench', 'brown', 'out', 'paw', 'course', 'dirt field', 'daybed', 'snow', 'short', 'snowy', 'laundry basket', 'stocking', 'patch', 'receive', 'hair drier', 'brush', 'yellow', 'spruce', 'doorway', 'grass', 'mat', 'autumn forest', 'snowman', 'laundry', 'neckband', 'sky', 'picture frame', 'branch', 'lick', 'bookcase', 'robe', 'stand', 'wood floor', 'woman', 'mantle', 'boy', 'shake', 'cage', 'penny', 'dress', 'child', 'pad', 'sand', 'lawn', 'lush', 'tail', 'washing machine', 'closet', 'green', 'hang', 'pomeranian', 'entertainment center', 'ledge', 'medal', 'couch', 'pose', 'bureau', 'folding chair', 'christmas tree', 'flower bed', 'mud', 'door', 'window sill', 'carry', 'dinning table', 'frisbee', 'Border collie', 'black', 'fireplace', 'judge', 'log', 'reindeer', 'sit', 'gift', 'cabinet', 'car seat', 'house exterior', 'bag', 'play', 'catch', 'rail', 'shepherd', 'comb', 'baby', 'run', 'night', 'dog', 'wood', 'quilt', 'car window', 'floor', 'car', 'retriever', 'yard', 'bathrobe', 'flower', 'christmas hat', 'tarp', 'pavement', 'head', 'fir tree', 'stare', 'red', 'ball', 'evergreen', 'road', 'dry', 'chair', 'person', 'fence', 'hair', 'treat', 'shadow', 'apron', 'cup', 'goat', 'hurdle', 'sleepwear', 'coffee cup', 'cat bed', 'window', 'hide', 'stall', 'pillow']"
94,"['field', 'eye', 'dalmatian', 'screen door', 'stair', 'neck', 'glass door', 'grassy', 'pet', 'wear', 'mouth', 'gray', 'curb', 'chihuahua', 'photo', 'handkerchief', 'dog bed', 'animal', 'chase', 'polka dot', 'paper', 'stool', 'kitchen floor', 'shoe', 'drain', 'tree', 'white', 'pink', 'hardwood floor', 'package', 'pet store', 'leash', 'walk', 'toy', 'bow tie', 'backdrop', 'lay', 'cone', 'blanket', 'bulletin board', 'table', 'bench', 'plank', 'headscarf', 'wrapping paper', 'face', 'bandage', 'squat', 'christmas light', 'purple', 'funnel', 'cloth', 'food', 'bookshelf', 'life jacket', 'bed', 'string', 'sleep', 'dog collar', 'parking lot', 'man', 'radiator', 'sweatshirt', 'doll', 'cement', 'cardigan', 'nose', 'ear', 'enclosure', 'strap', 'kitchen table', 'balustrade', 'boat', 'blue', 'break', 'pole', 'gravel', 'christmas', 'vest', 'stairwell', 'hand', 'wet', 'fur', 'relax', 'porch', 'jacket', 'shirt', 'water', 'window seat', 'toilet paper', 'couple', 'plant', 'driftwood', 'arm', 'lap', 'teddy', 'tile wall', 'crate', 'stuff', 'bedcover', 'carpet', 'armchair', 'sheet', 'stone', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'remote', 'snow', 'snowy', 'pet shop', 'pillar', 'patch', 'picnic table', 'beach', 'yellow', 'doorway', 'grass', 'mat', 'comfort', 'neckband', 'lick', 'bookcase', 'dog house', 'stand', 'puddle', 'wood floor', 'deck', 'woman', 'boy', 'cage', 'kitchen counter', 'boardwalk', 'hardwood', 'dress', 'pad', 'sand', 'lawn', 'lush', 'sleeping bag', 'green', 'pencil', 'hang', 'ledge', 'couch', 'plastic', 'hat', 'bulldog', 'door', 'window sill', 'climb', 'boxer', 'dinning table', 'concrete', 'black', 'slipper', 'judge', 'log', 'tissue', 'sit', 'shoulder', 'basket', 'French bulldog', 'sweater', 'duffel', 'play', 'catch', 'windshield', 'run', 'dog', 'dot', 'sea', 'rope', 'car window', 'floor', 'quilt', 'car', 'yard', 'christmas hat', 'tarp', 'store', 'pavement', 'head', 'bite', 'red', 'stare', 'baseball hat', 'mulch', 'road', 'chair', 'person', 'treat', 'fence', 'close-up', 'smile', 'hose', 'cat bed', 'stick', 'pug', 'window', 'surgery', 'hide', 'sun', 'curl', 'pillow']"
32,"['field', 'scooter', 'stair', 'river', 'grassy', 'pet', 'poodle', 'motorboat', 'wildflower', 'jump', 'hill', 'clinic', 'mouth', 'wear', 'trophy', 'gray', 'cube', 'pointer', 'ribbon', 'backyard', 'dog bed', 'animal', 'chase', 'mound', 'park', 'stool', 'tree', 'canopy', 'pen', 'podium', 'rowboat', 'hardwood floor', 'pink', 'dog breed', 'back', 'leash', 'walk', 'toy', 'bow tie', 'lay', 'canoe', 'table', 'blanket', 'kayak', 'contest', 'tent', 'squat', 'miniature', 'check', 'pond', 'life jacket', 'string', 'bed', 'girl', 'pot', 'golf course', 'man', 'nose', 'creek', 'wash', 'garden', 'beagle', 'strap', 'living room', 'lake', 'balustrade', 'obstacle course', 'boat', 'blue', 'cocktail dress', 'hillside', 'vest', 'schnauzer', 'dirt track', 'award', 'couple', 'water', 'plant', 'tree trunk', 'flower field', 'poppy', 'lap', 'hospital room', 'tile wall', 'raft', 'carpet', 'armchair', 'stone', 'paddle', 'vegetation', 'park bench', 'brown', 'paw', 'remote', 'snow', 'ramp', 'picnic table', 'dirt road', 'receive', 'brush', 'trainer', 'yellow', 'hassock', 'doorway', 'grass', 'mat', 'vessel', 'neckband', 'lick', 'picture frame', 'path', 'stand', 'deck', 'wood floor', 'woman', 'boy', 'shake', 'vet', 'tennis', 'pad', 'lawn', 'lush', 'tail', 'green', 'ledge', 'hay', 'couch', 'goggles', 'smell', 'scrub', 'pose', 'bend', 'flower bed', 'business suit', 'frisbee', 'black', 'judge', 'log', 'sit', 'glass table', 'play', 'golf cart', 'catch', 'rail', 'wrestle', 'garage door', 'run', 'dog', 'wood', 'football field', 'sea', 'car window', 'floor', 'car', 'yard', 'tie', 'ride', 'flower', 'stone building', 'pavement', 'red', 'stare', 'ball', 'weed', 'chair', 'person', 'fence', 'CD', 'pillow', 'footstall']"
13,"['field', 'dalmatian', 'screen door', 'river', 'sprinkler', 'stair', 'glass door', 'grassy', 'pet', 'shoreline', 'jump', 'drink', 'mouth', 'gray', 'open', 'pointer', 'photo', 'drawer', 'swimwear', 'dog bed', 'animal', 'chase', 'park', 'stool', 'curtain', 'tree', 'white', 'Golden Gate Bridge', 'pen', 'pink', 'hardwood floor', 'dog breed', 'back', 'leash', 'walk', 'toy', 'stretch', 'lay', 'blanket', 'table', 'bench', 'squat', 'sunshine', 'purple', 'food', 'bookshelf', 'bark', 'bed', 'sleep', 'spray', 'girl', 'sock', 'dog collar', 'man', 'cat', 'stream', 'dresser', 'nose', 'ear', 'area', 'enclosure', 'creek', 'wash', 'beagle', 'video game', 'living room', 'strap', 'autumn leave', 'seat', 'rottweiler', 'kitchen table', 'balustrade', 'sheep', 'blue', 'break', 'pole', 'flame', 'porch', 'wet', 'relax', 'dirt track', 'tree trunk', 'couple', 'water', 'room', 'bean bag chair', 'pine', 'shelter', 'lap', 'crate', 'stuff', 'bedcover', 'bowl', 'carpet', 'armchair', 'Wii', 'stone', 'tabby', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'daybed', 'snow', 'hug', 'snowy', 'forest', 'patch', 'picnic table', 'beach', 'brush', 'yellow', 'hassock', 'doorway', 'grass', 'cinema', 'mat', 'comfort', 'neckband', 'lick', 'branch', 'bookcase', 'dog house', 'stand', 'deck', 'wood floor', 'tray', 'woman', 'boy', 'cage', 'dachshund', 'television', 'child', 'train track', 'model', 'pad', 'muzzle', 'sand', 'lush', 'tail', 'green', 'hang', 'ledge', 'entertainment center', 'couch', 'smell', 'bureau', 'bend', 'door', 'climb', 'frisbee', 'dinning table', 'black', 'log', 'sit', 'car seat', 'play', 'catch', 'wrestle', 'tan', 'dog', 'wood', 'curl', 'sea', 'dot', 'car window', 'floor', 'car', 'tie', 'yard', 'head', 'red', 'stare', 'toy car', 'ball', 'mulch', 'dry', 'chair', 'person', 'container', 'fence', 'doberman', 'shadow', 'coast', 'hose', 'cat bed', 'stick', 'window', 'sun', 'twig', 'CD', 'pillow']"
20,"['field', 'eye', 'screen door', 'cowboy hat', 'neck', 'glass door', 'grassy', 'pet', 'jump', 'wear', 'mouth', 'gray', 'chihuahua', 'open', 'handkerchief', 'dog bed', 'chase', 'animal', 'polka dot', 'park', 'scarf', 'stool', 'sunglasses', 'curtain', 'canopy', 'white', 'pink', 'hardwood floor', 'leash', 'walk', 'toy', 'kneel', 'lay', 'blanket', 'table', 'bench', 'headscarf', 'squat', 'purple', 'cloth', 'beach chair', 'life jacket', 'bed', 'sleep', 'girl', 'plate', 'dog collar', 'man', 'cat', 'radiator', 'sweatshirt', 'doll', 'speaker', 'cardigan', 'nose', 'enclosure', 'beagle', 'knit', 'kitchen table', 'bin', 'platter', 'barrel', 'blue', 'arena', 'vest', 'hand', 'porch', 'jacket', 'relax', 'dirt track', 'shirt', 'couple', 'sun hat', 'house', 'pool', 'arm', 'lap', 'wall lamp', 'teddy', 'tile wall', 'crate', 'stuff', 'bedcover', 'carpet', 'armchair', 'stone', 'rim', 'park bench', 'brown', 'out', 'paw', 'dirt field', 'remote', 'daybed', 'snow', 'hug', 'ramp', 'pillar', 'patch', 'picnic table', 'beach', 'trainer', 'yellow', 'hassock', 'doorway', 'grass', 'lamp', 'mat', 'comfort', 'neckband', 'lick', 'path', 'dog house', 'stand', 'wood floor', 'tray', 'woman', 'cage', 'label', 'boardwalk', 'greyhound', 'television', 'dress', 'tennis', 'pad', 'sand', 'lawn', 'lush', 'tail', 'green', 'ledge', 'goggles', 'couch', 'entertainment center', 'hat', 'bend', 'flower bed', 'window sill', 'boxer', 'black', 'judge', 'sit', 'shoulder', 'sweater', 'duffel', 'bag', 'house exterior', 'play', 'nightstand', 'catch', 'rail', 'wrestle', 'run', 'dog', 'wood', 'dot', 'floor', 'car', 'yard', 'flower', 'bite', 'head', 'pavement', 'red', 'stare', 'baseball hat', 'ball', 'chair', 'person', 'fence', 'container', 'canyon', 'wrap', 'apron', 'headboard', 'sleepwear', 'cane', 'cat bed', 'window', 'curl', 'pillow', 'footstall']"
28,"['field', 'eye', 'floor mat', 'corridor', 'river', 'grassy', 'pet', 'hill', 'hiking boot', 'writing', 'drink', 'mouth', 'gray', 'open', 'ribbon', 'tennis racket', 'drawer', 'dog bed', 'chase', 'animal', 'fight', 'paper', 'stool', 'kitchen floor', 'shoe', 'sunglasses', 'teething ring', 'tree', 'canopy', 'white', 'swing', 'pink', 'hardwood floor', 'fern', 'leash', 'walk', 'toy', 'hippo', 'lay', 'blanket', 'table', 'bench', 'plank', 'face', 'boot', 'squat', 'purple', 'food', 'decorate', 'string', 'sleep', 'bed', 'girl', 'computer desk', 'city', 'candy cane', 'man', 'cat', 'gun', 'stream', 'laboratory', 'nose', 'enclosure', 'creek', 'beagle', 'living room', 'blue', 'break', 'pole', 'gravel', 'christmas', 'hillside', 'hand', 'wet', 'porch', 'relax', 'dirt track', 'award', 'trail', 'couple', 'water', 'plant', 'chain', 'tile', 'lap', 'tile wall', 'bedcover', 'carpet', 'armchair', 'stone', 'vegetation', 'park bench', 'brown', 'paw', 'dirt field', 'remote', 'snow', 'foot', 'picnic table', 'dirt road', 'beach', 'brush', 'soda', 'doorway', 'grass', 'mat', 'comfort', 'hallway', 'neckband', 'smartphone', 'lick', 'branch', 'path', 'pitbull', 'stand', 'puddle', 'wood floor', 'deck', 'dog house', 'woman', 'boy', 'cage', 'vet', 'boardwalk', 'coke', 'hardwood', 'dress', 'pad', 'sand', 'lawn', 'lush', 'green', 'hang', 'ledge', 'medal', 'couch', 'goggles', 'orange', 'pose', 'bureau', 'bulldog', 'christmas tree', 'monument', 'window sill', 'carry', 'graveyard', 'boxer', 'frisbee', 'beverage', 'black', 'plaque', 'sit', 'cabinet', 'play', 'golf cart', 'catch', 'rail', 'wrestle', 'phone', 'run', 'dog', 'bottle', 'quilt', 'floor', 'powder', 'yard', 'bite', 'pavement', 'head', 'red', 'stare', 'ball', 'weed', 'dry', 'chair', 'person', 'fence', 'close-up', 'paper cup', 'cup', 'labrador', 'stick', 'building', 'hide', 'alcohol', 'bush', 'twig', 'wall', 'pillow']"
